SchoolID,SchoolName,FullName,CPSUnit
400046,Learn Chtr - Butler,LEARN Charter ES - Romano Butler Campus,6770
400047,Learn Chtr - Campbell,LEARN Charter ES - Charles and Dorothy Campbell,8072
400048,Learn Chtr - Excel,LEARN Charter ES - Excel,6775
400111,Learn Chtr - Hunter Perkins,LEARN Charter School - Hunter Perkins,8677
400165,Learn Chtr - Middle,LEARN Charter - Middle School Campus,9629
610291,Lee,Richard Henry Lee Elementary School,7170
400049,Legacy Chtr Campus,Legacy Charter Elementary School,5870
400119,Legal Prep Chtr - Academy,Legal Prep Charter Academy,9036
610305,Leland,George Leland Elementary School,7320
610298,Lenart,Lenart Elementary Regional Gifted Center,7240
610036,Lewis,Leslie Lewis Elementary School,4450
610037,Libby,Arthur A Libby Elementary School,4470
610038,Lincoln,Abraham Lincoln Elementary School,4480
609738,Lincoln Park HS,Lincoln Park High School,1620
610391,Lindblom HS,Robert Lindblom Math & Science Academy HS,7110
400137,Little Black Pearl,Little Black Pearl Art and Design Academy,9054
609834,Little Village,Little Village Elementary School,2590
610040,Lloyd,Henry D Lloyd Elementary School,4500
400011,"Locke, A Chtr",Alain Locke Charter Elementary Academy,4730
610041,"Locke, J",Josephine C Locke Elementary School,4510
610325,Logandale,Logandale Middle School,7560
610541,Lorca,Federico Garcia Lorca Elementary School,8330
610043,Lovett,Joseph Lovett Elementary School,4530
610044,Lowell,James Russell Lowell Elementary School,4540
610029,Lozano,Rodolfo Lozano Bilingual & International Ctr ES,4380
,Lozano Leadership Academy - Mastery Campus,Instituto Charter Rudy Lozano - RLLAM,9628
610046,Lyon,Mary Lyon Elementary School,4560
610215,Madero,Francisco I Madero Middle School,6310
610047,Madison,James Madison Elementary School,4570
610574,"Mandela, W",Winnie Mandela High School,9639
610048,Manierre,George Manierre Elementary School,4580
609722,Manley HS,Manley Career Academy High School,1460
610052,Mann,Horace Mann Elementary School,4610
610502,Marine Military HS,Marine Military Math and Science Academy,1085
610053,Marquette,Marquette Elementary School,4620
610054,Marsh,John L Marsh Elementary School,4630
609723,Marshall HS,John Marshall Metropolitan High School,1470
610321,"Marshall, T",Thurgood Marshall Middle School,7520
610056,Mason,Roswell B Mason Elementary School,4650
609724,Mather HS,Stephen T Mather High School,1480
610059,Mayer,Oscar F Mayer Elementary School,4680
610290,Mays,Benjamin E Mays Elementary Academy,7150
609968,Mcauliffe,Sharon Christa McAuliffe Elementary School,3770
610062,Mcclellan,George B McClellan Elementary School,4710
610063,Mccormick,Cyrus H McCormick Elementary School,4720
610269,Mccutcheon,John T McCutcheon Elementary School,6910
610066,Mcdade,James E McDade Elementary Classical School,4750
610312,Mcdowell,Mary E McDowell Elementary School,7390
610067,Mckay,Francis M McKay Elementary School,4760
610282,Mcnair,Ronald E McNair Elementary School,7040
610070,Mcpherson,James B McPherson Elementary School,4800
610293,Melody,Genevieve Melody Elementary School,7190
609902,Metcalfe,Ralph H Metcalfe Elementary Community Academy,3190
610171,Mireles,Arnold Mireles Elementary Academy,5880
610073,Mitchell,Ellen Mitchell Elementary School,4840
610276,Mollison,Irvin C Mollison Elementary School,6950
610074,Monroe,James Monroe Elementary School,4850
610075,Montefiore,Moses Montefiore Special Elementary School,4860
400116,Montessori Chtr - Englewood,The Montessori School of Englewood Charter,9033
610076,Moos,Bernhard Moos Elementary School,4870
609725,Morgan Park HS,Morgan Park High School,1490
610077,Morrill,Donald Morrill Math & Science Elementary School,4880
610257,Morton,Morton School of Excellence,6800
610082,Mount Greenwood,Mount Greenwood Elementary School,4940
610086,Mount Vernon,Mount Vernon Elementary School,4980
610088,Mozart,Wolfgang A Mozart Elementary School,5000
610385,Multicultural Acad Scholarship,Multicultural Academy of Scholarship,7630
610089,Murphy,John B Murphy Elementary School,5020
610090,Murray,Phillip Murray Elementary Language Academy,5030
400050,Namaste Chtr Campus,Namaste Charter Elementary School,7920
610092,Nash,Henry H Nash Elementary School,5050
610231,National Teachers,National Teachers Elementary Academy,6480
610093,Neil,Jane A Neil Elementary School,5060
610094,Nettelhorst,Louis Nettelhorst Elementary School,5070
610284,New Field,New Field Elementary School,7060
610193,New Sullivan,William K New Sullivan Elementary School,6100
610095,Newberry,Walter L Newberry Math & Science Academy ES,5080
609793,Nicholson Tech Acad,Nicholson Technology Academy,2200
610096,Nightingale,Florence Nightingale Elementary School,5090
610097,Nixon,William P Nixon Elementary School,5100
400045,Nkrumah Contr,Kwame Nkrumah Academy Elementary School,2055
610098,Nobel,Alfred Nobel Elementary School,5110
400157,Noble Street Chtr - Baker College Prep,Noble Street Charter Orange HS,9614
400097,Noble Street Chtr - Chgo Bulls,Noble Street Charter - Chicago Bulls College,8078
400052,Noble Street Chtr - Comer,Noble Street Charter - Gary Comer College Prep,1935
400053,Noble Street Chtr - Golder,Noble Street Charter - Golder College Prep,1934
400106,Noble Street Chtr - Johnson,Noble Street Charter School Ã¢â¬â Johnson HS,8028
400098,Noble Street Chtr - Muchin,Noble Street Charter - Muchin College Prep,8079
400051,Noble Street Chtr - Noble,Noble Street Charter - Noble Street College Prep,1930
400054,Noble Street Chtr - Pritzker,Noble Street Charter - Pritzker College Prep,1931
400156,Noble Street Chtr - Pullman College Prep,Noble Street Charter  Crimson HS,9613
400118,Noble Street Chtr - Purple,Noble Street Charter School - Purple,9035
400055,Noble Street Chtr - Rauner,Noble Street Charter - Rauner College Prep,1932
400056,Noble Street Chtr - Rowe Clark,Noble Street Charter - Rowe-Clark Math & Sci Acad,1933
400117,Noble Street Chtr - Silver HS,Noble Street Charter School - Silver,9034
400057,Noble Street Chtr - Uic,Noble Street Charter - UIC College Prep,1936
610354,North River,North River Elementary School,7890
609691,North-grand HS,North-Grand High School,1140
609744,Northside Learning HS,Northside Learning Center High School,1690
609749,Northside Prep HS,Northside College Preparatory High School,1740
610051,Northwest,Northwest Middle School,4600
610099,Norwood Park,Norwood Park Elementary School,5120
400058,Nth Lawndale Chtr - Christiana,North Lawndale College Prep Charter - Christiana,1105
400059,Nth Lawndale Chtr - Collins,North Lawndale College Prep Charter - Collins,1106
610103,O'keeffe,Isabelle C O'Keeffe Elementary School,5180
610108,O'toole,Luke O'Toole Elementary School,5230
610101,Ogden,William B Ogden Elementary School,5150
610529,Ogden HS,Ogden International High School,8083
610102,Oglesby,Richard J Oglesby Elementary School,5170
610569,Ombudsman 1 HS,Ombudsman #1,9634
610570,Ombudsman 2 HS,Ombudsman #2,9635
610571,Ombudsman 3 HS,Ombudsman #3,9636
610104,Onahan,William J Onahan Elementary School,5190
610105,Oriole Park,Oriole Park Elementary School,5200
610329,Orozco,Orozco Fine Arts & Sciences Elementary School,7610
610389,Orr HS,Orr Academy High School,1830
609950,Ortiz De Dominguez,Josefa Ortiz De Dominguez Elementary School,3630
610107,Otis,James Otis Elementary School,5220
610109,Owen,William Bishop Owen Scholastic Academy ES,5240
610111,Palmer,John Palmer Elementary School,5260
610115,Park Manor,Park Manor Elementary School,5290
610112,Parker,Francis W Parker Elementary Community Academy,5270
610116,Parkside,Parkside Elementary Community Academy,5300
610117,Pasteur,Louis Pasteur Elementary School,5310
610557,Pathways Education HS,Pathways in Education,8687
610568,Pathways Education HS - Avondale,Pathways in Education Avondale,9633
609680,Payton HS,Walter Payton College Preparatory High School,1090
610386,Peace & Education HS,Peace & Education Coalition High School,1123
610120,Peck,Ferdinand Peck Elementary School,5340
610122,Peirce,Helen Peirce International Studies ES,5360
610123,Penn,William Penn Elementary School,5370
609872,Perez,Manuel Perez Elementary School,2930
610126,Pershing,John J Pershing Elementary Humanities Magnet,5400
400062,Perspectives Chtr - Calumet Tech,Perspectives Charter - Calumet Technology,1962
400066,Perspectives Chtr - Iit,Perspectives Charter - IIT Math & Science Academy,1964
400064,Perspectives Chtr - Joslin,Perspectives Charter - Rodney D Joslin,1960
400061,Perspectives Chtr - Leadership Academy,Perspectives Charter Leadership Academy HS,1961
610127,Peterson,Mary Gage Peterson Elementary School,5410
609727,Phillips HS,Wendell Phillips Academy High School,1510
610304,Phoenix Military HS,Phoenix Military Academy High School,7310
610106,Piccolo,Brian Piccolo Elementary Specialty School,5210
610129,Pickard,Josiah Pickard Elementary School,5430
610013,Pilsen,Pilsen Elementary Community Academy,4210
610130,Pirie,John T Pirie Fine Arts & Academic Center ES,5440
610131,Plamondon,Ambrose Plamondon Elementary School,5450
400068,Plato Contr,Plato Learning Academy Elementary School,2045
610132,Poe,Edgar Allan Poe Elementary Classical School,5460
400069,Polaris Chtr Campus,Polaris Charter Academy Elementary School,4150
610135,Portage Park,Portage Park Elementary School,5490
610281,Powell,Adam Clayton Powell Paideia Community Academy ES,7010
610136,Prescott,William H Prescott Elementary School,5500
610533,Prieto,Dr Jorge Prieto Math and Science,8023
610229,Pritzker,A.N. Pritzker School,6460
400070,Prologue HS,Prologue Early College High School,1135
400109,Prologue-johnston Chtr HS,Prologue-Joshua Johnston Charter School,8670
609679,Prosser HS,Charles Allen Prosser Career Academy High School,1070
400071,Providence Chtr - Bunche,Providence Englewood Charter - Bunche,6700
610137,Prussing,Ernst Prussing Elementary School,5510
610138,Pulaski,Pulaski International School of Chicago,5520
610139,Pullman,George M Pullman Elementary School,5530
610334,Raby HS,Al Raby High School,7690
609941,Randolph,Asa Philip Randolph Elementary School,3550
610141,Ravenswood,Ravenswood Elementary School,5550
610142,Ray,William H Ray Elementary School,5560
610143,Reavis,William C Reavis Math & Science Specialty ES,5580
610144,Reilly,Frank W Reilly Elementary School,5590
610145,Reinberg,Peter A Reinberg Elementary School,5600
610146,Revere,Paul Revere Elementary School,5610
609682,Richards HS,Ellen H Richards Career Academy High School,1110
610390,Rickover HS,Hyman G Rickover Naval Academy High School,7140
609707,Robeson HS,Paul Robeson High School,1320
610256,Robinson,Jackie Robinson Elementary School,6780
610147,Rogers,Philip Rogers Elementary School,5630
609728,Roosevelt HS,Theodore Roosevelt High School,1520
400096,Rowe,Rowe Elementary School,8077
610308,Rudolph,Wilma Rudolph Elementary Learning Center,7350
610152,Ruggles,Martha Ruggles Elementary School,5660
610125,Ruiz,Irma C Ruiz Elementary School,5390
610153,Ryder,William H Ryder Math & Science Specialty ES,5670
610342,Sabin,Albert R Sabin Elementary Magnet School,7790
610250,Salazar,Rueben Salazar Elementary Bilingual Center,6720
610226,Sandoval,Socorro Sandoval Elementary School,6430
610017,Saucedo,Maria Saucedo Elementary Scholastic Academy,4250
610155,Sauganash,Sauganash Elementary School,5690
610157,Sawyer,Sidney Sawyer Elementary School,5710
610158,Sayre,Harriet E Sayre Elementary Language Academy,5720
610159,Scammon,Jonathan Y Scammon Elementary School,5730
610178,Schmid,Theophilus Schmid Elementary School,5950
610297,School Of Leadrshp HS,High School of Leadership at South Shore,7230
610165,Schubert,Franz Peter Schubert Elementary School,5800
609729,Schurz HS,Carl Schurz High School,1530
609730,Senn HS,Nicholas Senn High School,1540
610167,Seward,William H Seward Communication Arts Academy ES,5820
400073,Shabazz Chtr - Dusable,Betty Shabazz Intl Charter - DuSable Leadership,4140
400072,Shabazz Chtr - Shabazz,Betty Shabazz Intl Charter,4520
400074,Shabazz Chtr - Sizemore,Betty Shabazz Intl Charter - Barbara A Sizemore,5130
610081,Sheridan,Mark Sheridan Elementary Math & Science Academy,4920
610172,Sherman,William T Sherman Elementary School,5890
610173,Sherwood,Jesse Sherwood Elementary School,5900
610174,Shields,James Shields Elementary School,5910
610559,Shields Middle,James Shields Middle School,9597
610175,Shoesmith,Beulah Shoesmith Elementary School,5920
610176,Shoop,John D Shoop Math-Science Technical Academy ES,5930
609692,Simeon HS,Neal F Simeon Career Academy High School,1150
609750,Simpson HS,Simpson Academy High School for Young Women,1750
610177,Skinner,Mark Skinner Elementary School,5940
610534,Skinner North,Skinner North,8024
609978,Smith,Wendell Smith Elementary School,3870
610179,Smyser,Washington D Smyser Elementary School,5960
610180,Smyth,John M Smyth Elementary School,5970
610182,Solomon,Hannah G Solomon Elementary School,5980
610543,Solorio HS,Eric Solorio Academy High School,8550
609990,South Loop,South Loop Elementary School,3960
610547,South Shore Intl HS,South Shore Intl College Prep High School,8676
610530,Southshore,South Shore Fine Arts Academy,2015
609745,Southside HS,Southside Occupational Academy High School,1700
610183,Spencer Tech Acad,Spencer Technology Academy,6000
610184,Spry,John Spry Elementary Community School,6010
610357,Spry HS,Spry Community Links High School,7930
610339,Stagg,Amos Alonzo Stagg Elementary School,7760
609732,Steinmetz College Prep HS,Charles P Steinmetz College Preparatory HS,1560
610548,Stem ES,STEM Magnet Academy,8678
610185,Stevenson,Adlai E Stevenson Elementary School,6030
610163,Stock,Frederick Stock Elementary School,5770
610191,Stone,Stone Elementary Scholastic Academy,6070
610192,Stowe,Harriet Beecher Stowe Elementary School,6080
610405,Suder,Suder Montessori Magnet ES,6340
609733,Sullivan HS,Roger C Sullivan High School,1570
610194,Sumner,Charles Sumner  Math & Science Community Acad ES,6110
610195,Sutherland,Elizabeth H Sutherland Elementary School,6120
610196,Swift,George B Swift Elementary Specialty School,6130
609734,Taft HS,William Howard Taft High School,1580
610197,Talcott,Mancel Talcott Elementary School,6140
610249,Talman,Talman Elementary School,6680
610279,Tanner,Henry O Tanner Elementary School,6970
610396,Tarkington,Tarkington School of Excellence ES,7160
610198,Taylor,Douglas Taylor Elementary School,6150
610506,Team HS,TEAM Englewood Community Academy High School,8080
609921,Telpochcalli,Telpochcalli Elementary School,3380
610504,Thomas,Velma F Thomas Early Childhood Center,6710
610200,"Thorp, J",James N Thorp Elementary School,6180
610201,"Thorp, O",Ole A Thorp Elementary Scholastic Academy,6190
609735,Tilden HS,Edward Tilden Career Community Academy HS,1590
610065,Till,Emmett Louis Till Math and Science Academy,4740
610202,Tilton,George W Tilton Elementary School,6210
610203,Tonti,Enrico Tonti Elementary School,6220
609895,Turner-drew,Turner-Drew Elementary Language Academy,3110
610206,Twain,Mark Twain Elementary School,6240
400075,Univ Of Chgo Chtr - Donoghue,University of Chicago Charter - Donoghue,2600
400076,Univ Of Chgo Chtr - Nko,University of Chicago Charter - NKO,3060
400077,Univ Of Chgo Chtr - Woodlawn,University of Chicago Charter - Woodlawn,3061
400078,Univ Of Chgo Chtr - Woodson,University of Chicago Charter - Carter G Woodson,3062
400101,Uno Chtr  - Sandra Cisneros,UNO Charter - Sandra Cisneros,8094
400112,Uno Chtr - 51st - Homan,UNO 51st and Homan Charter Elementary School,8671
400081,Uno Chtr - De Las Casas,UNO Charter - Bartolome de Las Casas,3341
400082,Uno Chtr - Fuentes,UNO Charter - Carlos Fuentes,3342
400153,Uno Chtr - Immaculate Conception,UNO Charter 15 ES,9610
400085,Uno Chtr - Major Hector P.Garcia,UNO Charter School - Major Hector P.Garcia MD Campus,3343
400089,Uno Chtr - Marquez,UNO Charter School - Officer Donald J. Marquez,3346
400120,Uno Chtr - Near West,UNO Charter - Near West Elementary,9600
400121,Uno Chtr - Northside,UNO Charter - Rogers Park ES,9038
400083,Uno Chtr - Paz,UNO Charter - Octavio Paz Campus,5810
400080,Uno Chtr - Pfc Omar E.Torres,UNO Charter School - PFC Omar E.Torres Campus,3345
400149,Uno Chtr - Soccer Academy,UNO Soccer Academy High School,9640
400079,Uno Chtr - Spc Daniel Zizumbo,UNO Charter School - SPC Daniel Zizumbo Campus,3344
400114,Uno Chtr - St Marks,UNO Charter Elementary School St Marks,8093
400084,Uno Chtr - Tamayo,UNO Charter - Rufino Tamayo,3340
610394,Uplift HS,Uplift Community High School,2210
400105,Urban Prep Chtr - Bronzeville,Urban Prep Academy for Young Men - Bronzeville,8027
400086,Urban Prep Chtr - Englewood,Urban Prep Acad for Young Men Charter - Englewood,7030
400102,Urban Prep Chtr - West,Urban Prep Academy for Young Men - West,8096
610207,Vanderpoel,John H Vanderpoel Elementary Magnet School,6250
609766,Vaughn HS,Jacqueline B Vaughn Occupational High School,1920
609871,Vick,Barbara Vick Early Childhood & Family Center,2920
610518,Voise HS,VOISE Academy High School,1145
610209,Volta,Alessandro Volta Elementary School,6270
610039,Von Linne,Carl von Linne Elementary School,4490
609737,Von Steuben HS,Friedrich W von Steuben Metropolitan Science HS,1610
610366,Wacker,Charles H Wacker Elementary School,8030
610213,Wadsworth,James Wadsworth Elementary School,6300
610216,Walsh,John A Walsh Elementary School,6320
610217,"Ward, J",James Ward Elementary School,6330
610133,"Ward, L",Laura S Ward Elementary School,5470
610218,Warren,Joseph Warren Elementary School,6350
609739,Washington HS,George Washington High School,1630
610219,"Washington, G",George Washington Elementary School,6360
610124,"Washington, H",Harold Washington Elementary School,5380
610220,Waters,Thomas J Waters Elementary School,6370
610221,Webster,Daniel Webster Elementary School,6380
609740,Wells HS,Wells Community Academy High School,1640
610110,"Wells, I",Ida B Wells Preparatory Elementary Academy,5250
610223,Wentworth,Daniel S Wentworth Elementary School,6390
610100,West Park,West Park Elementary Academy,5140
610542,West Ridge,West Ridge Elementary School,8440
610300,Westcott,Oliver S Westcott Elementary School,7260
609693,Westinghouse HS,George Westinghouse College Prep,1160
610225,Whistler,John Whistler Elementary School,6420
610315,White,Edward White Elementary Career Academy,7440
610227,Whitney,Eli Whitney Elementary School,6440
610228,Whittier,John Greenleaf Whittier Elementary School,6450
610230,Wildwood,Wildwood Elementary School,6470
610380,"Williams, D",Daniel Hale Williams Prep School of Medicine,7200
609977,Woodlawn,Woodlawn Community Elementary School,3860
610345,Woodson,Carter G Woodson South Elementary School,7820
610392,World Language HS,World Language Academy High School,4460
610234,Yates,Richard Yates Elementary School,6510
400134,Yccs Chtr - Addams,YCCS-Jane Addams Alternative HS,9051
400125,Yccs Chtr - Aspira Pantoja,"YCCS-ASPIRA,Antonia Pantoja Alternative HS",9042
400126,Yccs Chtr - Association House,"YCCS-Association House, El Cuarto Ano HS",9043
400127,Yccs Chtr - Austin Career,YCCS-Austin Career Education Center HS,9044
400131,Yccs Chtr - Campos,YCCS-Dr. Pedro Albizu Campos Puerto Rican HS,9601
400128,Yccs Chtr - Cca Academy,YCCS-CCA Academy HS,9045
400150,Yccs Chtr - Chatham,YCCS-Chatham Academy HS,9599
400145,Yccs Chtr - Community Academy,YCCS-Youth Connection Leadership Academy HS,9062
400123,Yccs Chtr - Community Service,YCCS-Academy of Scholastic Achievement HS,9040
400129,Yccs Chtr - Houston,YCCS-Charles Hamilton Houston Alternative HS,9046
400133,Yccs Chtr - Innovations,YCCS-Innovations of Arts Integration HS,9602
400135,Yccs Chtr - Latino Youth,YCCS-Latino Youth Alternative HS,9052
400124,Yccs Chtr - Mckinley,YCCS-Ada S. McKinley-Lakeside HS,9041
400136,Yccs Chtr - Olive Harvey,YCCS-Olive Harvey Middle College HS,9053
400139,Yccs Chtr - Sullivan,YCCS-Sullivan House Alternative HS,9056
400141,Yccs Chtr - Truman,YCCS-Truman Middle College HS,9058
400142,Yccs Chtr - Virtual,YCCS-Virtual HS,9059
400143,Yccs Chtr - West Town,YCCS-West Town Academy Alternative HS,9603
400144,Yccs Chtr - Westside Holistic,YCCS-Westside Holistic Leadership Academy HS,9604
400130,Yccs Chtr - Youth Development,YCCS-Community Youth Development Institute HS,9047
400087,Yng Women - Chtr Campus,Young Women's Leadership Charter High School,2490
609748,York HS,Consuella B York Alternative High School,1730
610235,Young,Ella Flagg Young Elementary School,6520
609755,Young HS,Whitney M Young Magnet High School,1810
609973,Zapata,Emiliano Zapata Elementary Academy,3820
